Hz,Gain
1,10.7261174470207
2,23.7898062739874
5,36.1317386865561
10,41.0230504489476
20,43.7898062739873
50,45.3152183343522
100,46.2857732189499
200,48.2793994349612
500,53.4197520602007
1000,58.9936538159041
1700,63.1551777209373
1800,63.5218251811136
1900,64.0497663412019
2000,63.3404359158051
2100,56.131738686556
2200,48.4845614139196
