Hz,Gain
1,10.8015817760835
2,23.7898062739874
5,34.6317753037348
10,39.1425639535363
20,41.1419057922533
50,42.2587995216816
100,43.3404359158051
200,45.6024579260461
500,51.2601237412359
1000,56.6437892213703
1800,61.4926723659381
1900,61.8263031939445
2000,62.3586767007928
2100,59.7246826026999
2200,51.4806253545544
2300,43.8736205908256
2400,37.8552446923163
2500,35.9176003468815
