Hz,Gain
4194.444444,-1.469841098
4195.37037,-1.488303864
4196.296296,-1.506860971
4197.222222,-1.525371383
4198.148148,-1.544117876
4199.074074,-1.564366115
4200,-1.583190322
4200.925926,-1.59927525
4201.851852,-1.617522368
4202.777778,-1.638382655
4203.703704,-1.656382976
4204.62963,-1.67408413
4205.555556,-1.692266034
4206.481481,-1.710981205
4207.407407,-1.729749137
4208.333333,-1.746847703
4209.259259,-1.761825913
4210.185185,-1.7758281
4211.111111,-1.790029029
4212.037037,-1.803728706
4212.962963,-1.818830002
4213.888889,-1.834555314
4214.814815,-1.84980755
4215.740741,-1.863454217
4216.666667,-1.875793481
4217.592593,-1.88906649
4218.518519,-1.902798895
4219.444444,-1.915032535
4220.37037,-1.928945394
4221.296296,-1.939424438
4222.222222,-1.94899618
4223.148148,-1.961048108
4224.074074,-1.972593669
4225,-1.979441681
4225.925926,-1.986111576
4226.851852,-1.994613115
4227.777778,-2.000759605
4228.703704,-2.007349184
4229.62963,-2.014669267
4230.555556,-2.022351297
4231.481481,-2.027981683
4232.407407,-2.029928153
4233.333333,-2.030807264
4234.259259,-2.032436451
4235.185185,-2.036250211
4236.111111,-2.039299352
4237.037037,-2.040048683
4237.962963,-2.040175969
4238.888889,-2.038336981
4239.814815,-2.034399575
4240.740741,-2.032771009
4241.666667,-2.03182337
4242.592593,-2.028850078
4243.518519,-2.026162159
4244.444444,-2.020154317
4245.37037,-2.012674503
4246.296296,-2.007069772
4247.222222,-1.999371003
4248.148148,-1.990616644
4249.074074,-1.983080287
4250,-1.974437323
4250.925926,-1.963879065
4251.851852,-1.953040716
4252.777778,-1.942305366
4253.703704,-1.931723316
4254.62963,-1.91784905
4255.555556,-1.903231405
4256.481481,-1.891173692
4257.407407,-1.878021262
4258.333333,-1.86386081
4259.259259,-1.850142719
4260.185185,-1.83427172
4261.111111,-1.81820288
4262.037037,-1.803703374
4262.962963,-1.786838218
4263.888889,-1.76791835
4264.814815,-1.752414445
4265.740741,-1.737285925
4266.666667,-1.71818343
4267.592593,-1.699799131
4268.518519,-1.68199802
4269.444444,-1.663364983
4270.37037,-1.645093167
4271.296296,-1.627150691
4272.222222,-1.608105806
4273.148148,-1.588274914
4274.074074,-1.569223126
4275,-1.549155267
4275.925926,-1.530605408
4276.851852,-1.514784117
4277.777778,-1.497261195
4278.703704,-1.477616682
4279.62963,-1.458074126
4280.555556,-1.439332727
4281.481481,-1.420872779
4282.407407,-1.403114285
4283.333333,-1.386688798
4284.259259,-1.369188123
4285.185185,-1.351433802
4286.111111,-1.335550112
4287.037037,-1.319237209
4287.962963,-1.302457935
4288.888889,-1.287157802
4289.814815,-1.27142356
4290.740741,-1.255367737
4291.666667,-1.240321588
4292.592593,-1.226201381
4293.518519,-1.212992959
4294.444444,-1.200655775
4295.37037,-1.185717159
4296.296296,-1.170319361
4297.222222,-1.158476414
4298.148148,-1.146474248
4299.074074,-1.133402493
4300,-1.1219191
4300.925926,-1.111229129
4301.851852,-1.101684627
4302.777778,-1.091364925
4303.703704,-1.081459085
4304.62963,-1.073259571
4305.555556,-1.063409332
4306.481481,-1.054889511
4307.407407,-1.046630108
4308.333333,-1.038908494
4309.259259,-1.033690778
4310.185185,-1.027626409
4311.111111,-1.020282063
4312.037037,-1.014100372
4312.962963,-1.009530721
4313.888889,-1.005683515
4314.814815,-1.00062179
4315.740741,-0.99644866
4316.666667,-0.993132136
4317.592593,-0.990225482
4318.518519,-0.987967396
4319.444444,-0.986285115
4320.37037,-0.984059677
4321.296296,-0.980629768
4322.222222,-0.97926631
4323.148148,-0.97820088
4324.074074,-0.976988732
4325,-0.977638015
4325.925926,-0.978994504
4326.851852,-0.978779729
4327.777778,-0.97805982
4328.703704,-0.976738643
4329.62963,-0.97695563
4330.555556,-0.978436819
4331.481481,-0.97972622
4332.407407,-0.981158894
4333.333333,-0.982810862
4334.259259,-0.985388466
4335.185185,-0.987813167
4336.111111,-0.988253132
4337.037037,-0.988922437
4337.962963,-0.991613366
4338.888889,-0.995447987
4339.814815,-0.997104715
4340.740741,-0.997958991
4341.666667,-0.999596563
4342.592593,-1.002108178
4343.518519,-1.006098473
4344.444444,-1.008851451
4345.37037,-1.011280396
4346.296296,-1.014912912
4347.222222,-1.016937707
4348.148148,-1.017662605
4349.074074,-1.01886514
4350,-1.022761555
4350.925926,-1.025110338
4351.851852,-1.024368395
4352.777778,-1.025539787
4353.703704,-1.027116658
4354.62963,-1.027867561
4355.555556,-1.030241645
4356.481481,-1.031842576
4357.407407,-1.032250214
4358.333333,-1.030771949
4359.259259,-1.030631375
4360.185185,-1.031205119
4361.111111,-1.029124364
4362.037037,-1.029389168
4362.962963,-1.029039068
4363.888889,-1.026946767
4364.814815,-1.025701376
4365.740741,-1.022900757
4366.666667,-1.020743287
4367.592593,-1.020616816
4368.518519,-1.018370204
4369.444444,-1.015423398
4370.37037,-1.011291644
4371.296296,-1.008251868
4372.222222,-1.003309931
4373.148148,-0.996945519
4374.074074,-0.993091397
4375,-0.989845775
4375.925926,-0.984432529
4376.851852,-0.978006771
4377.777778,-0.973020241
4378.703704,-0.969249469
4379.62963,-0.961248294
4380.555556,-0.953278134
4381.481481,-0.945971162
4382.407407,-0.937275412
4383.333333,-0.931181932
4384.259259,-0.923345489
4385.185185,-0.912928983
4386.111111,-0.903387436
4387.037037,-0.897187864
4387.962963,-0.888754824
4388.888889,-0.877625884
4389.814815,-0.869160138
4390.740741,-0.859754415
4391.666667,-0.850130097
4392.592593,-0.839866516
4393.518519,-0.830920244
4394.444444,-0.821812751
4395.37037,-0.811940491
4396.296296,-0.801388915
4397.222222,-0.789807496
4398.148148,-0.778369308
4399.074074,-0.767452955
4400,-0.757118333
4400.925926,-0.744824532
4401.851852,-0.732439935
4402.777778,-0.721393464
4403.703704,-0.708103073
4404.62963,-0.694791428
4405.555556,-0.683784691
4406.481481,-0.671666874
4407.407407,-0.659035638
4408.333333,-0.646765075
4409.259259,-0.633094332
4410.185185,-0.6192942
4411.111111,-0.607190421
4412.037037,-0.593369996
4412.962963,-0.579255817
4413.888889,-0.566506825
4414.814815,-0.554504792
4415.740741,-0.542100279
4416.666667,-0.528249678
4417.592593,-0.51537094
4418.518519,-0.503365352
4419.444444,-0.489917213
4420.37037,-0.477689357
4421.296296,-0.465601524
4422.222222,-0.452426113
4423.148148,-0.438687997
4424.074074,-0.426065806
4425,-0.413965697
4425.925926,-0.400660368
4426.851852,-0.38665926
4427.777778,-0.374341938
4428.703704,-0.361602797
4429.62963,-0.347055676
4430.555556,-0.333035787
4431.481481,-0.320686473
4432.407407,-0.307805806
4433.333333,-0.294274912
4434.259259,-0.281509338
4435.185185,-0.267523273
4436.111111,-0.254398785
4437.037037,-0.241868538
4437.962963,-0.226678709
4438.888889,-0.211659622
4439.814815,-0.199702758
4440.740741,-0.186447508
4441.666667,-0.171543238
4442.592593,-0.158533912
4443.518519,-0.145378944
4444.444444,-0.130634906
4445.37037,-0.116303465
4446.296296,-0.101964635
4447.222222,-0.085769097
4448.148148,-0.070215471
4449.074074,-0.055169575
4450,-0.038800238
4450.925926,-0.024584934
4451.851852,-0.011092516
4452.777778,0.004198319
4453.703704,0.021087711
4454.62963,0.037303463
4455.555556,0.05083288
4456.481481,0.065849503
4457.407407,0.082287676
4458.333333,0.097678734
4459.259259,0.112811557
4460.185185,0.128589553
4461.111111,0.144384618
4462.037037,0.161863849
4462.962963,0.178095926
4463.888889,0.192431782
4464.814815,0.206999997
4465.740741,0.222194086
4466.666667,0.238625499
4467.592593,0.253443957
4468.518519,0.267493332
4469.444444,0.282859143
4470.37037,0.297720825
4471.296296,0.313081085
4472.222222,0.327304477
4473.148148,0.341313443
4474.074074,0.355268826
4475,0.369486583
4475.925926,0.384401014
4476.851852,0.398322248
4477.777778,0.412794656
4478.703704,0.426482399
4479.62963,0.439851915
4480.555556,0.452163159
4481.481481,0.464702181
4482.407407,0.477704788
4483.333333,0.491647636
4484.259259,0.50435247
4485.185185,0.515667507
4486.111111,0.526823476
4487.037037,0.537350273
4487.962963,0.549802407
4488.888889,0.562325662
4489.814815,0.571565018
4490.740741,0.581270799
4491.666667,0.591657331
4492.592593,0.601684986
4493.518519,0.61160954
4494.444444,0.621412236
4495.37037,0.630754996
4496.296296,0.639054112
4497.222222,0.647551638
4498.148148,0.655957652
4499.074074,0.662972523
4500,0.669276822
4500.925926,0.674504311
4501.851852,0.680779956
4502.777778,0.688005097
4503.703704,0.694699792
4504.62963,0.700054705
4505.555556,0.703996315
4506.481481,0.708373621
4507.407407,0.713518265
4508.333333,0.717455402
4509.259259,0.720624443
4510.185185,0.724526434
4511.111111,0.72725084
4512.037037,0.729876321
4512.962963,0.731856254
4513.888889,0.73277114
4514.814815,0.733996148
4515.740741,0.735911275
4516.666667,0.736934579
4517.592593,0.736588794
4518.518519,0.735264614
4519.444444,0.73419124
4520.37037,0.730861503
4521.296296,0.728403527
4522.222222,0.726668063
4523.148148,0.723932785
4524.074074,0.722919935
4525,0.720304459
4525.925926,0.715725596
4526.851852,0.710419957
4527.777778,0.704474203
4528.703704,0.699534801
4529.62963,0.694081838
4530.555556,0.687749644
4531.481481,0.68138215
4532.407407,0.674390535
4533.333333,0.666563739
4534.259259,0.658683315
4535.185185,0.649938188
4536.111111,0.640397792
4537.037037,0.631107164
4537.962963,0.622099645
4538.888889,0.612718643
4539.814815,0.60254689
4540.740741,0.590197999
4541.666667,0.577752489
4542.592593,0.56630068
4543.518519,0.554696444
4544.444444,0.541896137
4545.37037,0.530633844
4546.296296,0.519537094
4547.222222,0.50419627
4548.148148,0.489274601
4549.074074,0.475075766
4550,0.460568941
4550.925926,0.445391459
4551.851852,0.430719413
4552.777778,0.416773737
4553.703704,0.402342783
4554.62963,0.386476642
4555.555556,0.368995501
4556.481481,0.353509295
4557.407407,0.339556534
4558.333333,0.325210454
4559.259259,0.309314054
4560.185185,0.292135215
4561.111111,0.275895968
4562.037037,0.259085136
4562.962963,0.244132511
4563.888889,0.229504506
4564.814815,0.214725269
4565.740741,0.199097894
4566.666667,0.183319619
4567.592593,0.16794232
4568.518519,0.152415906
4569.444444,0.138799029
4570.37037,0.126153864
4571.296296,0.110383102
4572.222222,0.096206912
4573.148148,0.083600414
4574.074074,0.071128595
4575,0.059136194
4575.925926,0.044819086
4576.851852,0.030953872
4577.777778,0.018277717
4578.703704,0.006805278
4579.62963,-0.003632447
4580.555556,-0.014152543
4581.481481,-0.024176364
4582.407407,-0.03425453
4583.333333,-0.043086287
4584.259259,-0.051230329
4585.185185,-0.058577018
4586.111111,-0.06592503
4587.037037,-0.072769165
4587.962963,-0.0792961
4588.888889,-0.084265766
4589.814815,-0.08897108
4590.740741,-0.094028983
4591.666667,-0.098641181
4592.592593,-0.103135624
4593.518519,-0.10751435
4594.444444,-0.10949688
4595.37037,-0.109490553
4596.296296,-0.109292772
4597.222222,-0.110451452
4598.148148,-0.11155036
4599.074074,-0.110602405
4600,-0.110402811
4600.925926,-0.110244166
4601.851852,-0.108223496
4602.777778,-0.105234068
4603.703704,-0.102564321
4604.62963,-0.099734522
4605.555556,-0.096221421
4606.481481,-0.092316082
4607.407407,-0.087817575
4608.333333,-0.082902192
4609.259259,-0.079786811
4610.185185,-0.076121357
4611.111111,-0.068338129
4612.037037,-0.061998182
4612.962963,-0.057306783
4613.888889,-0.050630662
4614.814815,-0.046020289
4615.740741,-0.040411075
4616.666667,-0.033531023
4617.592593,-0.028227369
4618.518519,-0.021852264
4619.444444,-0.015247607
4620.37037,-0.009554533
4621.296296,-0.003270436
4622.222222,0.002696416
4623.148148,0.008097257
4624.074074,0.01361604
4625,0.019906227
4625.925926,0.024606584
4626.851852,0.027217237
4627.777778,0.032363006
4628.703704,0.036860572
4629.62963,0.040919
4630.555556,0.045526368
4631.481481,0.048924493
4632.407407,0.052765063
4633.333333,0.057357096
4634.259259,0.059595168
4635.185185,0.060682116
4636.111111,0.062276525
4637.037037,0.064560149
4637.962963,0.067435766
4638.888889,0.069359663
4639.814815,0.069680426
4640.740741,0.07151382
4641.666667,0.071001934
4642.592593,0.068414376
4643.518519,0.066393541
4644.444444,0.064638414
4645.37037,0.06271033
4646.296296,0.061374366
4647.222222,0.060281468
4648.148148,0.057491766
4649.074074,0.053768046
4650,0.050610863
4650.925926,0.046143809
4651.851852,0.041420339
4652.777778,0.037588207
4653.703704,0.032740395
4654.62963,0.029143919
4655.555556,0.023125379
4656.481481,0.015939484
4657.407407,0.010196008
4658.333333,0.005311915
4659.259259,-0.001257467
4660.185185,-0.008938174
4661.111111,-0.014789237
4662.037037,-0.021294057
4662.962963,-0.027728196
4663.888889,-0.034627997
4664.814815,-0.042535161
4665.740741,-0.050724253
4666.666667,-0.059437869
4667.592593,-0.066863876
4668.518519,-0.075942473
4669.444444,-0.084773262
4670.37037,-0.09100609
4671.296296,-0.0973526
4672.222222,-0.107687201
4673.148148,-0.117552124
4674.074074,-0.125992078
4675,-0.135209511
4675.925926,-0.143847721
4676.851852,-0.151814745
4677.777778,-0.159682158
4678.703704,-0.167501868
4679.62963,-0.17417516
4680.555556,-0.182118766
4681.481481,-0.191839042
4682.407407,-0.200166481
4683.333333,-0.207331327
4684.259259,-0.213888649
4685.185185,-0.221311926
4686.111111,-0.229255882
4687.037037,-0.23517456
4687.962963,-0.238694198
4688.888889,-0.244107456
4689.814815,-0.251751986
4690.740741,-0.257855543
4691.666667,-0.261988277
4692.592593,-0.265063184
4693.518519,-0.269341253
4694.444444,-0.273680021
4695.37037,-0.277113451
4696.296296,-0.280742757
4697.222222,-0.283643133
4698.148148,-0.287306431
4699.074074,-0.29071595
4700,-0.29390853
4700.925926,-0.295357875
4701.851852,-0.295915968
4702.777778,-0.29750951
4703.703704,-0.29823036
4704.62963,-0.297188877
4705.555556,-0.298204583
4706.481481,-0.301140748
4707.407407,-0.301539857
4708.333333,-0.300327115
4709.259259,-0.300160709
4710.185185,-0.301733833
4711.111111,-0.302019228
4712.037037,-0.300019231
4712.962963,-0.300204412
4713.888889,-0.301759145
4714.814815,-0.299887736
4715.740741,-0.297701206
4716.666667,-0.296637875
4717.592593,-0.295589472
4718.518519,-0.295292842
4719.444444,-0.294536932
4720.37037,-0.293930639
4721.296296,-0.291572737
4722.222222,-0.289975774
4723.148148,-0.290081809
4724.074074,-0.288519741
4725,-0.287141922
4725.925926,-0.285599614
4726.851852,-0.282869754
4727.777778,-0.281853488
4728.703704,-0.282214973
4729.62963,-0.283198815
4730.555556,-0.283733069
4731.481481,-0.28279155
4732.407407,-0.280960702
4733.333333,-0.278578011
4734.259259,-0.275036436
4735.185185,-0.272932731
4736.111111,-0.274158068
4737.037037,-0.275679292
4737.962963,-0.275801242
4738.888889,-0.274482001
4739.814815,-0.272607995
4740.740741,-0.273104039
4741.666667,-0.272941327
4742.592593,-0.271340281
4743.518519,-0.269474695
4744.444444,-0.269372758
4745.37037,-0.271225101
4746.296296,-0.272798538
4747.222222,-0.273199167
4748.148148,-0.272463071
4749.074074,-0.271506323
4750,-0.273537708
4750.925926,-0.275855782
4751.851852,-0.274893239
4752.777778,-0.275150719
4753.703704,-0.277978295
4754.62963,-0.278251204
4755.555556,-0.278790232
4756.481481,-0.279567296
4757.407407,-0.281067178
4758.333333,-0.282552374
4759.259259,-0.283672787
4760.185185,-0.286461202
4761.111111,-0.289666036
4762.037037,-0.29170581
4762.962963,-0.292895867
4763.888889,-0.295114322
4764.814815,-0.297270124
4765.740741,-0.299638858
4766.666667,-0.303464812
4767.592593,-0.307092281
4768.518519,-0.309901553
4769.444444,-0.312155564
4770.37037,-0.316430696
4771.296296,-0.321785275
4772.222222,-0.324976562
4773.148148,-0.327722757
4774.074074,-0.330716271
4775,-0.335543977
4775.925926,-0.341826554
4776.851852,-0.346930951
4777.777778,-0.35138014
4778.703704,-0.356955128
4779.62963,-0.362808368
4780.555556,-0.370114744
4781.481481,-0.376237906
4782.407407,-0.380366006
4783.333333,-0.386548433
4784.259259,-0.39257262
4785.185185,-0.398531058
4786.111111,-0.405565178
4787.037037,-0.413683587
4787.962963,-0.422437088
4788.888889,-0.43044422
4789.814815,-0.437477286
4790.740741,-0.445181668
4791.666667,-0.4528683
4792.592593,-0.461096369
4793.518519,-0.47107299
4794.444444,-0.480686624
4795.37037,-0.489303152
4796.296296,-0.498994028
4797.222222,-0.509537064
4798.148148,-0.519540662
4799.074074,-0.528696889
4800,-0.537833723
4800.925926,-0.54866718
4801.851852,-0.559993277
4802.777778,-0.571239267
4803.703704,-0.581006318
4804.62963,-0.589394087
4805.555556,-0.601108452
4806.481481,-0.612886605
4807.407407,-0.623454116
4808.333333,-0.634962659
4809.259259,-0.645983919
4810.185185,-0.658153226
4811.111111,-0.670800681
4812.037037,-0.682259685
4812.962963,-0.694376657
4813.888889,-0.705719826
4814.814815,-0.717583745
4815.740741,-0.730625563
4816.666667,-0.741655093
4817.592593,-0.752643772
4818.518519,-0.765277215
4819.444444,-0.776047727
4820.37037,-0.788065524
4821.296296,-0.800817268
4822.222222,-0.812695742
4823.148148,-0.825453867
4824.074074,-0.838015668
4825,-0.85020419
4825.925926,-0.862417847
4826.851852,-0.87388517
4827.777778,-0.883510041
4828.703704,-0.894526146
4829.62963,-0.906668173
4830.555556,-0.917864488
4831.481481,-0.929466664
4832.407407,-0.940913508
4833.333333,-0.951362121
4834.259259,-0.961656492
4835.185185,-0.973828957
4836.111111,-0.986192332
4837.037037,-0.995903258
4837.962963,-1.005370175
4838.888889,-1.016796208
4839.814815,-1.0279325
4840.740741,-1.038062309
4841.666667,-1.048630069
4842.592593,-1.058161227
4843.518519,-1.069286686
4844.444444,-1.081441343
4845.37037,-1.091707774
4846.296296,-1.101715748
4847.222222,-1.111128306
4848.148148,-1.121327279
4849.074074,-1.133098893
4850,-1.143079163
4850.925926,-1.153059309
4851.851852,-1.1638669
4852.777778,-1.173574554
4853.703704,-1.184330237
4854.62963,-1.19444567
4855.555556,-1.202832406
4856.481481,-1.21333653
4857.407407,-1.22609652
4858.333333,-1.238148499
4859.259259,-1.248170376
4860.185185,-1.257115026
4861.111111,-1.268680987
4862.037037,-1.281507722
4862.962963,-1.291272459
4863.888889,-1.300942263
4864.814815,-1.311310944
4865.740741,-1.322406796
4866.666667,-1.33352934
4867.592593,-1.344461302
4868.518519,-1.355188481
4869.444444,-1.366368151
4870.37037,-1.377501431
4871.296296,-1.388552377
4872.222222,-1.400402249
4873.148148,-1.412007827
4874.074074,-1.42202995
4875,-1.434664137
4875.925926,-1.447785294
4876.851852,-1.45980154
4877.777778,-1.470797821
4878.703704,-1.48261854
4879.62963,-1.494219534
4880.555556,-1.504258127
4881.481481,-1.514980567
4882.407407,-1.526574647
4883.333333,-1.539838496
4884.259259,-1.553494155
4885.185185,-1.56580576
4886.111111,-1.577984168
4887.037037,-1.58935962
4887.962963,-1.601491594
4888.888889,-1.612316385
4889.814815,-1.623735794
4890.740741,-1.635146519
4891.666667,-1.644223836
4892.592593,-1.656076838
4893.518519,-1.668048679
4894.444444,-1.677028699
4895.37037,-1.68669336
4896.296296,-1.699268438
4897.222222,-1.709403149
4898.148148,-1.716808191
4899.074074,-1.722995258
4900,-1.730166316
4900.925926,-1.738864553
4901.851852,-1.745098936
4902.777778,-1.75116259
4903.703704,-1.757603763
4904.62963,-1.76437772
4905.555556,-1.767866619
4906.481481,-1.771149101
4907.407407,-1.776014937
4908.333333,-1.778673753
4909.259259,-1.779602603
4910.185185,-1.78057917
4911.111111,-1.782162273
4912.037037,-1.781930879
4912.962963,-1.781621247
4913.888889,-1.78277794
4914.814815,-1.781931921
4915.740741,-1.780516345
4916.666667,-1.778541851
4917.592593,-1.775248857
4918.518519,-1.772847879
4919.444444,-1.77105254
4920.37037,-1.768429324
4921.296296,-1.764903597
4922.222222,-1.762575251
4923.148148,-1.760495766
4924.074074,-1.75765234
4925,-1.754967091
4925.925926,-1.751065742
4926.851852,-1.746992866
4927.777778,-1.743438248
4928.703704,-1.740314951
4929.62963,-1.738610343
4930.555556,-1.736284469
4931.481481,-1.734489517
4932.407407,-1.732582428
4933.333333,-1.72878252
4934.259259,-1.727130826
4935.185185,-1.727365531
4936.111111,-1.726949234
4937.037037,-1.72722499
4937.962963,-1.725687941
4938.888889,-1.72435207
4939.814815,-1.726200896
4940.740741,-1.727594756
4941.666667,-1.728233793
4942.592593,-1.728319515
4943.518519,-1.728639539
4944.444444,-1.730178689
4945.37037,-1.732594813
4946.296296,-1.736090883
4947.222222,-1.740905335
4948.148148,-1.744432157
4949.074074,-1.747867525
4950,-1.753100508
4950.925926,-1.757601091
4951.851852,-1.761250266
4952.777778,-1.765893804
4953.703704,-1.772490696
4954.62963,-1.77950131
4955.555556,-1.78583716
4956.481481,-1.792333107
4957.407407,-1.799672703
4958.333333,-1.80537755
4959.259259,-1.811173936
4960.185185,-1.818878579
4961.111111,-1.828300559
4962.037037,-1.836529803
4962.962963,-1.843066239
4963.888889,-1.852115179
4964.814815,-1.862423854
4965.740741,-1.870547967
4966.666667,-1.878909978
4967.592593,-1.88980996
4968.518519,-1.899745577
4969.444444,-1.90884535
4970.37037,-1.919697133
4971.296296,-1.930130797
4972.222222,-1.941308253
4973.148148,-1.951688021
4974.074074,-1.960583295
4975,-1.974012265
4975.925926,-1.987209226
4976.851852,-1.99686938
4977.777778,-2.008990865
4978.703704,-2.022193051
4979.62963,-2.032899473
4980.555556,-2.042968654
4981.481481,-2.053766313
4982.407407,-2.065686352
4983.333333,-2.078003192
4984.259259,-2.089018769
4985.185185,-2.100353818
4986.111111,-2.111645555
4987.037037,-2.12151974
4987.962963,-2.131513892
4988.888889,-2.142157585
4989.814815,-2.155021443
4990.740741,-2.166525822
4991.666667,-2.176266954
4992.592593,-2.186406433
4993.518519,-2.197003946
4994.444444,-2.20793646
4995.37037,-2.217950236
4996.296296,-2.226672819
4997.222222,-2.23568027
4998.148148,-2.244842522
4999.074074,-2.254358987
5000,-2.262906073
5000.925926,-2.27024412
5001.851852,-2.277805922
5002.777778,-2.285623991
5003.703704,-2.294689936
5004.62963,-2.302972224
5005.555556,-2.309366609
5006.481481,-2.31672108
5007.407407,-2.323384307
5008.333333,-2.329121667
5009.259259,-2.335764181
5010.185185,-2.34093085
5011.111111,-2.3460431
5012.037037,-2.353839367
5012.962963,-2.359362682
5013.888889,-2.362429913
5014.814815,-2.368115669
5015.740741,-2.372727352
5016.666667,-2.375130699
5017.592593,-2.379366722
5018.518519,-2.383339645
5019.444444,-2.385582742
5020.37037,-2.390087267
5021.296296,-2.392707321
5022.222222,-2.393752443
5023.148148,-2.396220868
5024.074074,-2.399046533
5025,-2.400781698
5025.925926,-2.40260472
5026.851852,-2.403833311
5027.777778,-2.403782948
5028.703704,-2.402909081
5029.62963,-2.40354812
5030.555556,-2.405091074
5031.481481,-2.405241925
5032.407407,-2.40482575
5033.333333,-2.404476855
5034.259259,-2.404799468
5035.185185,-2.404147802
5036.111111,-2.403368472
5037.037037,-2.401574272
5037.962963,-2.40077974
5038.888889,-2.399750251
5039.814815,-2.395613355
5040.740741,-2.394038429
5041.666667,-2.393125839
5042.592593,-2.3893786
5043.518519,-2.386045815
5044.444444,-2.384168334
5045.37037,-2.382487393
5046.296296,-2.379066355
5047.222222,-2.377122104
5048.148148,-2.375884859
5049.074074,-2.373139192
5050,-2.368395476
5050.925926,-2.364108093
5051.851852,-2.36020657
5052.777778,-2.35536785
5053.703704,-2.350233755
5054.62963,-2.346305993
5055.555556,-2.342903354
5056.481481,-2.337953429
5057.407407,-2.332389954
5058.333333,-2.327862656
5059.259259,-2.322541548
5060.185185,-2.319294261
5061.111111,-2.314225039
5062.037037,-2.308329484
5062.962963,-2.303838844
5063.888889,-2.296977281
5064.814815,-2.290356787
5065.740741,-2.283437219
5066.666667,-2.276975093
5067.592593,-2.270996274
5068.518519,-2.264592397
5069.444444,-2.257943655
5070.37037,-2.25196355
5071.296296,-2.244922764
5072.222222,-2.237226063
5073.148148,-2.228647057
5074.074074,-2.219379306
5075,-2.212303366
5075.925926,-2.206596289
5076.851852,-2.196082689
5077.777778,-2.18739292
5078.703704,-2.180475
5079.62963,-2.173283128
5080.555556,-2.165922752
5081.481481,-2.15769884
5082.407407,-2.150492681
5083.333333,-2.142749949
5084.259259,-2.133839139
5085.185185,-2.124195135
5086.111111,-2.114782512
5087.037037,-2.106271047
5087.962963,-2.096406198
5088.888889,-2.088339951
5089.814815,-2.081443056
5090.740741,-2.072269184
5091.666667,-2.061317606
5092.592593,-2.052912324
5093.518519,-2.046094583
5094.444444,-2.038043424
5095.37037,-2.03014155
5096.296296,-2.022438997
5097.222222,-2.013799067
5098.148148,-2.003945091
5099.074074,-1.996162335
5100,-1.988611037
5100.925926,-1.979012069
5101.851852,-1.969852119
5102.777778,-1.961980517
5103.703704,-1.955034032
5104.62963,-1.948968538
5105.555556,-1.942400588
5106.481481,-1.934173789
5107.407407,-1.926684433
5108.333333,-1.919167082
5109.259259,-1.911643443
5110.185185,-1.906987868
5111.111111,-1.900871563
5112.037037,-1.893354308
5112.962963,-1.885643089
5113.888889,-1.878945279
5114.814815,-1.874216588
5115.740741,-1.868128597
5116.666667,-1.86170212
5117.592593,-1.857469186
5118.518519,-1.852810563
5119.444444,-1.848101422
5120.37037,-1.84271047
5121.296296,-1.83780377
5122.222222,-1.834091281
5123.148148,-1.833089112
5124.074074,-1.832088259
5125,-1.826494533
5125.925926,-1.822177635
5126.851852,-1.820358345
5127.777778,-1.818415573
5128.703704,-1.817669813
5129.62963,-1.816046453
5130.555556,-1.814696027
5131.481481,-1.814025033
5132.407407,-1.812845243
5133.333333,-1.813001556
5134.259259,-1.814665259
5135.185185,-1.814430076
5136.111111,-1.815019308
5137.037037,-1.816607003
5137.962963,-1.81846524
5138.888889,-1.821429337
5139.814815,-1.825307394
5140.740741,-1.828864799
5141.666667,-1.831895045
5142.592593,-1.834950569
5143.518519,-1.839042471
5144.444444,-1.844712822
5145.37037,-1.85115619
5146.296296,-1.856713266
5147.222222,-1.862668856
5148.148148,-1.86874606
5149.074074,-1.873033584
5150,-1.879478113
5150.925926,-1.889695595
5151.851852,-1.899002219
5152.777778,-1.905880169
5153.703704,-1.915852557
5154.62963,-1.9257104
5155.555556,-1.935791344
5156.481481,-1.946372717
5157.407407,-1.957501091
5158.333333,-1.967995462
5159.259259,-1.977070722
5160.185185,-1.987093503
5161.111111,-1.999203878
5162.037037,-2.013031147
5162.962963,-2.025163125
5163.888889,-2.036788634
5164.814815,-2.05023869
5165.740741,-2.064613851
5166.666667,-2.077566519
5167.592593,-2.089371769
5168.518519,-2.103384685
5169.444444,-2.119146618
5170.37037,-2.133204896
5171.296296,-2.145450221
5172.222222,-2.157551773
5173.148148,-2.172201662
5174.074074,-2.187683003
5175,-2.201670996
5175.925926,-2.214753037
5176.851852,-2.229847941
5177.777778,-2.246067001
5178.703704,-2.261294479
5179.62963,-2.275245991
5180.555556,-2.289905644
5181.481481,-2.304702892
5182.407407,-2.31979674
5183.333333,-2.334081983
5184.259259,-2.349376839
5185.185185,-2.363892034
5186.111111,-2.377771309
5187.037037,-2.393043683
5187.962963,-2.407212307
5188.888889,-2.421078477
5189.814815,-2.434678181
5190.740741,-2.446616596
5191.666667,-2.459698342
5192.592593,-2.472954824
5193.518519,-2.486456607
5194.444444,-2.497780494
5195.37037,-2.509167927
5196.296296,-2.523003008
5197.222222,-2.535733361
5198.148148,-2.545756646
5199.074074,-2.557096082
5200,-2.569428571
5200.925926,-2.579421404
5201.851852,-2.588955956
5202.777778,-2.598621242
5203.703704,-2.606725603
5204.62963,-2.614186946
5205.555556,-2.622762366
5206.481481,-2.630010567
5207.407407,-2.635837796
5208.333333,-2.642558218
5209.259259,-2.649649782
5210.185185,-2.653741534
5211.111111,-2.656613923
